,club,league,age,BMI,nationality,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rw,rb,st,lw,cf,cam,cm,cdm,cb,lb,gk,y
6189,414,15,28.975342465753425,23.14814814814815,96,69,75,68,59,71,37,69,1,4,3,2,1,1,59,63,60,60,60,72,78,50,55,68,75,75,79,60,74,77,77,71,67,72,69,34,63,60,65,34,34,38,11,7,15,11,10,67.0,52.0,66.0,67.0,66.0,65.0,60.0,51.0,49.0,52.0,,80.0
6190,261,33,28.98904109589041,23.198315069747565,2,74,86,67,59,74,36,62,1,4,4,2,1,1,53,68,62,58,65,75,63,61,55,70,88,84,82,68,74,69,78,64,56,66,68,48,72,70,60,26,34,25,11,11,6,7,6,70.0,52.0,69.0,70.0,71.0,69.0,63.0,52.0,48.0,52.0,,230.0
6191,322,20,32.463013698630135,24.22022684310019,16,66,81,63,55,66,16,56,1,3,3,1,0,1,59,62,53,56,68,63,57,65,51,64,82,81,79,71,73,67,76,62,59,60,37,11,69,49,60,13,12,13,6,13,7,10,15,65.0,42.0,65.0,65.0,65.0,62.0,54.0,39.0,33.0,42.0,,67.5
6192,411,7,26.86849315068493,21.453287197231834,54,73,76,50,61,66,64,54,1,2,3,1,1,1,53,35,60,67,40,66,45,44,65,68,75,77,50,75,83,73,76,77,35,59,65,69,63,64,54,61,63,67,6,12,10,8,11,63.0,67.0,60.0,63.0,64.0,64.0,66.0,66.0,63.0,67.0,,100.0
6193,49,22,23.61917808219178,22.694018931589476,146,76,66,50,67,66,50,58,1,2,3,1,1,2,66,38,48,72,56,65,65,49,68,68,67,66,70,51,65,63,59,69,57,60,48,50,55,64,52,45,55,52,11,10,14,8,15,62.0,58.0,56.0,62.0,60.0,63.0,63.0,59.0,53.0,58.0,,77.5
6194,290,31,28.945205479452056,23.66143861546782,111,71,86,51,60,67,60,63,1,3,3,2,1,1,69,50,56,66,41,67,49,33,56,62,90,82,75,63,77,56,66,78,56,53,62,56,50,52,42,59,65,63,8,8,7,10,11,64.0,66.0,59.0,64.0,61.0,61.0,61.0,62.0,61.0,66.0,,82.5
6195,454,32,21.786301369863015,24.54346238130022,132,77,59,59,55,54,28,49,1,1,3,1,1,1,10,9,10,20,9,13,14,13,19,14,27,29,32,48,42,17,58,19,56,6,24,13,4,22,14,9,13,13,59,59,55,49,54,,,,,,,,,,,55.0,16.0
6196,148,9,24.194520547945206,23.849776597029344,1,78,64,29,49,55,68,60,1,2,2,0,1,2,46,24,70,62,29,47,32,26,58,64,65,63,64,64,54,46,73,55,56,18,71,71,48,31,33,65,66,72,8,14,8,6,12,50.0,64.0,50.0,50.0,50.0,50.0,54.0,63.0,67.0,64.0,,130.0
6197,402,29,34.87671232876713,24.61810377477591,155,67,68,58,65,68,57,74,1,2,3,1,1,1,64,49,53,66,44,71,62,71,65,66,64,71,71,65,51,74,56,76,77,66,68,61,61,65,47,51,64,45,14,13,14,11,9,65.0,61.0,62.0,65.0,64.0,65.0,66.0,64.0,61.0,61.0,,70.0
6198,475,23,29.293150684931508,23.889462809917354,119,69,76,54,61,66,65,71,1,2,2,2,1,2,66,48,59,60,40,65,60,56,61,65,77,76,72,63,78,66,82,69,71,62,70,61,61,58,43,67,67,67,15,13,8,8,6,64.0,66.0,61.0,64.0,62.0,62.0,62.0,64.0,66.0,66.0,,75.0
6199,270,34,28.356164383561644,26.122448979591837,90,81,86,62,71,75,72,77,2,2,3,2,2,2,73,59,67,74,57,75,73,56,69,74,87,86,75,72,74,69,73,80,76,65,75,76,67,70,51,70,73,74,9,7,13,8,15,73.0,75.0,70.0,73.0,72.0,72.0,72.0,73.0,73.0,75.0,,850.0
6200,427,29,31.44931506849315,22.783308885490467,108,64,63,57,61,70,50,55,1,3,3,1,1,2,59,56,46,65,47,72,53,45,62,70,57,68,59,70,65,61,49,62,61,58,31,44,60,62,59,47,57,51,10,7,9,10,14,64.0,57.0,61.0,64.0,64.0,65.0,63.0,57.0,52.0,57.0,,47.5
6201,234,18,32.345205479452055,22.152646502835537,65,66,62,48,58,50,66,70,1,2,3,1,1,1,62,42,58,62,21,41,45,50,55,56,63,62,62,65,60,59,83,78,72,54,54,64,60,54,45,67,69,65,16,9,11,7,7,55.0,65.0,55.0,55.0,55.0,55.0,59.0,63.0,65.0,65.0,,50.0
6202,587,20,26.336986301369862,23.7021620996647,90,70,48,43,55,58,63,72,1,2,3,1,2,1,54,39,64,63,26,57,32,33,58,63,45,51,51,53,54,57,64,67,80,42,59,63,29,53,50,61,64,60,16,15,15,7,15,51.0,60.0,51.0,51.0,51.0,53.0,57.0,62.0,63.0,60.0,,45.0
6203,482,29,33.345205479452055,23.822714681440445,155,71,38,44,58,47,71,78,1,2,3,1,1,2,59,39,74,58,47,45,61,55,64,51,38,38,41,64,34,58,46,59,92,35,76,70,40,54,61,72,70,71,9,14,10,14,10,48.0,62.0,52.0,48.0,48.0,49.0,56.0,66.0,70.0,62.0,,180.0
6204,268,14,29.12054794520548,22.992624443847234,146,67,71,51,61,63,58,63,1,2,4,1,1,1,61,38,58,68,46,62,40,35,64,68,73,70,57,61,66,65,58,63,65,64,59,59,59,57,47,58,58,58,7,11,14,8,7,61.0,62.0,59.0,61.0,61.0,62.0,63.0,62.0,60.0,62.0,,55.0
6205,107,6,21.846575342465755,23.301094832264038,164,67,58,42,52,56,42,53,1,2,3,1,1,1,46,41,46,59,47,54,48,46,54,55,57,58,64,45,69,49,58,42,61,34,44,29,47,49,45,38,48,53,5,8,10,15,5,51.0,47.0,49.0,51.0,50.0,52.0,50.0,47.0,47.0,47.0,,7.0
6206,12,15,30.07945205479452,23.08254200146092,149,60,68,40,51,52,56,72,1,2,2,1,1,1,53,32,64,58,45,49,49,31,56,53,66,69,57,53,62,58,66,64,77,37,70,51,52,38,40,56,54,59,15,14,8,12,15,51.0,57.0,53.0,51.0,51.0,50.0,52.0,56.0,60.0,57.0,,13.0
6207,588,23,24.726027397260275,27.39817568244846,119,75,78,58,58,69,42,66,1,3,3,1,1,2,60,56,39,63,51,69,48,49,56,67,77,78,72,58,83,73,75,41,78,53,63,51,57,55,51,38,41,43,15,13,15,12,15,64.0,53.0,62.0,64.0,63.0,62.0,58.0,54.0,52.0,53.0,,77.5
6208,352,3,27.96164383561644,24.25127830533236,68,68,62,58,54,63,45,59,1,1,2,1,1,1,15,10,14,28,8,14,13,18,40,15,44,45,57,59,42,25,67,18,62,9,37,17,11,15,17,13,14,14,62,58,54,59,63,,,,,,,,,,,61.0,26.0
6209,344,15,29.720547945205478,24.302487059714682,149,64,79,51,58,59,60,72,1,3,2,1,2,2,62,52,55,60,49,58,69,37,55,58,79,79,66,55,70,53,70,77,68,46,76,60,55,55,53,60,63,60,15,8,15,12,10,60.0,63.0,57.0,60.0,58.0,58.0,58.0,61.0,62.0,63.0,,40.0
6210,46,17,23.956164383561642,22.598140495867767,28,77,72,62,62,70,18,57,1,3,4,2,1,1,66,63,55,63,59,73,55,52,55,69,73,71,67,57,73,64,59,58,57,60,57,15,62,64,55,14,12,18,12,8,8,12,6,66.0,42.0,63.0,66.0,65.0,65.0,58.0,42.0,35.0,42.0,,120.0
6211,221,34,24.156164383561645,23.255018638213468,34,79,77,60,66,69,40,51,1,3,5,2,1,2,65,60,52,71,55,71,59,59,65,70,78,76,69,55,64,62,55,55,54,59,39,35,60,60,60,40,40,39,14,13,6,8,6,67.0,53.0,62.0,67.0,65.0,66.0,62.0,52.0,46.0,53.0,,150.0
6212,104,28,29.682191780821917,19.56823633379624,5,66,67,57,56,63,55,64,1,2,3,1,1,1,45,59,60,63,38,63,32,24,62,64,66,67,60,46,70,58,51,73,59,61,70,64,65,65,22,57,47,52,7,13,6,7,12,61.0,58.0,60.0,61.0,62.0,62.0,62.0,60.0,57.0,58.0,,45.0
6213,62,22,28.268493150684932,21.461936624163616,78,82,88,64,73,77,50,69,2,3,3,2,2,2,77,64,43,78,49,77,61,60,74,78,86,90,82,70,77,70,65,92,60,66,65,42,68,68,49,53,53,57,10,12,10,9,8,75.0,66.0,68.0,75.0,73.0,74.0,72.0,65.0,57.0,66.0,,1350.0
6214,251,3,21.91780821917808,22.992624443847234,52,66,44,59,52,59,22,49,1,1,3,1,1,1,10,6,11,26,6,9,14,14,23,17,31,15,22,51,42,17,62,24,38,5,18,10,5,21,17,8,10,10,44,59,52,49,59,,,,,,,,,,,54.0,9.0
6215,440,37,28.36986301369863,22.694018931589476,96,62,59,26,32,32,60,60,1,2,2,1,1,2,27,21,61,38,33,25,21,25,35,31,59,59,49,50,60,37,65,58,69,21,40,60,27,30,37,62,59,56,8,9,7,11,10,34.0,52.0,38.0,34.0,34.0,34.0,37.0,49.0,57.0,52.0,,14.0
6216,534,32,24.638356164383563,22.20408163265306,30,71,71,33,48,57,55,52,1,2,2,2,1,2,56,32,51,54,32,55,41,35,41,55,72,70,61,56,78,31,61,64,45,34,51,53,50,38,39,54,58,57,10,13,11,12,14,53.0,58.0,47.0,53.0,50.0,50.0,50.0,53.0,54.0,58.0,,24.0
6217,100,6,34.87123287671233,24.382716049382715,111,61,59,45,57,61,62,76,1,2,2,1,1,1,53,45,55,63,52,57,44,31,57,59,56,61,81,64,65,49,68,78,77,41,74,64,51,61,41,61,65,62,11,14,10,14,16,57.0,62.0,55.0,57.0,56.0,58.0,60.0,64.0,64.0,62.0,,23.0
6218,268,14,26.367123287671234,21.785875961973744,146,61,54,53,54,58,45,47,1,1,2,1,1,1,14,13,12,25,20,17,17,18,19,22,44,46,39,53,58,18,50,28,57,15,18,18,11,31,20,21,16,16,54,53,54,47,58,,,,,,,,,,,54.0,7.0
6219,400,8,27.008219178082193,18.645344042454013,147,57,73,38,51,58,44,47,1,3,3,1,1,1,42,35,35,61,36,55,45,39,55,52,77,70,82,52,78,46,66,62,40,36,39,40,45,46,44,45,50,44,7,13,8,5,5,53.0,51.0,47.0,53.0,51.0,53.0,52.0,50.0,46.0,51.0,,8.0
6220,123,41,27.693150684931506,20.745069393718044,111,77,74,69,59,69,34,63,1,3,3,2,1,2,58,73,67,64,56,69,67,41,58,73,75,73,70,66,53,68,60,67,64,62,56,54,71,56,69,26,23,18,9,7,11,6,16,68.0,51.0,69.0,68.0,69.0,67.0,62.0,52.0,46.0,51.0,,250.0
6221,110,24,24.747945205479454,20.281233098972418,51,64,66,47,44,57,35,40,1,3,3,1,1,1,41,50,38,42,36,51,59,36,45,59,65,67,78,51,78,48,59,47,34,45,42,34,41,47,46,36,33,35,14,12,7,12,8,52.0,44.0,48.0,52.0,51.0,51.0,46.0,42.0,39.0,44.0,,9.0
6222,30,4,28.36986301369863,24.056934745564504,139,76,74,58,65,75,72,77,1,3,3,2,2,1,58,58,60,70,44,76,41,50,68,74,75,74,72,75,78,69,64,83,69,49,91,73,69,70,53,77,72,65,14,14,13,15,11,69.0,71.0,67.0,69.0,70.0,70.0,71.0,73.0,72.0,71.0,,400.0
6223,16,15,32.44931506849315,21.91380569758948,48,74,76,73,68,78,62,68,1,4,4,1,2,1,66,73,59,71,66,82,78,66,56,71,85,69,87,74,66,78,63,78,64,72,69,61,74,73,65,60,66,59,13,8,8,13,6,74.0,67.0,72.0,74.0,74.0,74.0,70.0,66.0,64.0,67.0,,550.0
6224,361,10,33.087671232876716,22.89307408198773,68,58,58,58,44,56,25,56,1,2,3,2,1,1,45,59,56,43,55,56,50,38,37,54,60,56,58,55,70,59,61,61,62,54,35,29,60,49,55,18,22,18,11,12,9,16,14,54.0,39.0,57.0,54.0,55.0,53.0,48.0,38.0,36.0,39.0,,13.0
6225,167,32,27.273972602739725,24.74093728710244,132,66,65,42,48,57,51,70,1,2,2,2,2,2,51,32,26,56,30,56,38,32,46,53,63,66,64,65,72,67,33,82,71,41,63,54,57,37,28,54,52,58,11,12,12,5,12,53.0,57.0,51.0,53.0,53.0,52.0,53.0,56.0,54.0,57.0,,16.0
6226,209,11,23.46849315068493,22.491349480968857,52,69,64,50,58,64,43,51,1,2,3,1,1,2,60,41,43,63,37,62,44,60,61,63,68,61,74,53,82,62,88,63,41,62,53,38,57,50,50,38,42,67,14,15,14,12,15,59.0,54.0,54.0,59.0,57.0,59.0,57.0,52.0,48.0,54.0,,24.0
6227,250,13,27.873972602739727,24.25867407194612,68,58,57,51,44,50,22,47,1,3,2,1,1,1,39,52,52,47,47,48,41,38,40,49,58,56,55,53,61,51,59,50,49,47,35,21,54,47,55,17,20,18,10,15,7,6,9,50.0,36.0,51.0,50.0,51.0,50.0,45.0,36.0,33.0,36.0,,7.0
6228,142,10,23.83013698630137,22.4981738495252,111,69,74,42,50,54,46,68,1,2,3,1,1,1,45,41,48,56,39,52,42,36,54,53,74,74,73,45,51,44,59,64,76,42,54,42,45,49,42,46,48,47,14,14,12,5,11,53.0,52.0,50.0,53.0,51.0,52.0,51.0,51.0,51.0,52.0,,11.0
6229,265,9,27.443835616438356,23.38868655818771,155,86,75,78,72,85,36,62,1,4,3,2,1,1,66,82,69,79,81,86,83,70,59,85,76,75,78,82,88,70,74,67,57,75,66,35,83,73,69,23,40,32,14,14,8,8,12,80.0,56.0,78.0,80.0,80.0,79.0,72.0,57.0,50.0,56.0,,1800.0
6230,519,41,28.802739726027397,22.408786769347305,136,72,82,66,46,67,22,67,1,3,3,2,1,1,42,69,60,58,62,63,38,35,36,64,83,81,86,67,80,64,81,83,67,59,44,20,69,42,68,20,16,16,12,12,16,11,14,64.0,45.0,67.0,64.0,65.0,61.0,53.0,42.0,38.0,45.0,,120.0
6231,523,10,34.12602739726027,21.551020408163264,111,66,77,56,63,68,33,56,1,3,2,1,1,2,67,59,30,64,51,66,67,63,57,64,76,77,83,61,86,52,73,64,57,54,40,34,60,63,59,33,35,24,8,12,8,14,8,65.0,49.0,58.0,65.0,62.0,64.0,59.0,49.0,41.0,49.0,,60.0
6232,274,13,30.827397260273973,25.308641975308642,68,57,60,56,55,55,52,68,1,2,3,1,1,2,53,53,53,56,35,54,51,56,55,55,61,60,61,48,63,66,58,62,73,59,63,51,56,54,60,54,52,51,13,13,8,16,16,55.0,54.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,,10.0
6233,424,31,24.898630136986302,23.14814814814815,111,72,68,58,44,54,33,56,1,2,3,1,1,1,43,61,54,45,48,50,49,43,41,55,73,63,67,59,63,57,57,57,61,56,44,40,58,43,56,23,32,28,7,14,15,11,7,55.0,44.0,57.0,55.0,55.0,53.0,48.0,43.0,42.0,44.0,,28.0
6234,399,24,30.295890410958904,23.735308416025624,133,71,68,41,45,48,70,65,1,2,2,1,2,1,38,45,74,57,33,45,29,25,53,48,65,71,61,64,42,38,70,62,70,40,57,66,39,35,34,70,72,71,8,11,15,6,8,49.0,63.0,52.0,49.0,49.0,49.0,52.0,61.0,68.0,63.0,,110.0
6235,573,35,25.221917808219178,23.719609250647608,43,73,49,30,31,32,63,53,1,2,2,1,1,1,27,24,51,34,29,26,32,27,32,34,47,50,33,49,65,45,68,46,57,28,50,63,27,30,44,61,68,65,14,9,11,7,13,33.0,52.0,37.0,33.0,34.0,33.0,37.0,49.0,58.0,52.0,,30.0
6236,17,24,23.41917808219178,21.266540642722116,51,71,81,25,28,33,53,70,1,2,3,1,1,1,22,24,49,33,24,27,23,24,25,30,79,83,51,55,55,29,83,72,74,22,52,52,22,32,35,50,56,54,10,10,11,7,13,37.0,52.0,38.0,37.0,36.0,35.0,36.0,46.0,54.0,52.0,,17.0
6237,25,41,30.77260273972603,21.32943754565376,78,75,83,72,58,74,29,71,2,3,3,1,0,2,46,73,73,67,72,74,77,60,47,73,85,82,81,74,68,73,73,69,76,68,59,24,74,57,77,19,29,22,14,6,8,6,9,71.0,49.0,74.0,71.0,72.0,70.0,62.0,49.0,46.0,49.0,,750.0
6238,165,6,25.24931506849315,22.491349480968857,164,69,69,50,59,61,51,54,1,3,3,2,0,2,56,49,48,62,53,58,62,63,53,56,69,69,78,56,87,58,46,65,50,44,53,52,52,58,48,47,54,55,10,7,10,7,14,58.0,57.0,55.0,58.0,56.0,58.0,56.0,55.0,52.0,57.0,,25.0
6239,245,40,36.89041095890411,23.66691015339664,28,78,80,67,70,74,76,82,2,3,2,2,1,2,79,57,74,73,50,73,69,71,69,75,78,81,74,71,75,85,74,82,79,78,89,68,69,54,57,78,79,80,15,13,13,14,16,72.0,77.0,72.0,72.0,71.0,70.0,70.0,74.0,77.0,77.0,,400.0
6240,611,5,28.372602739726027,23.766410140334994,163,74,62,63,64,65,67,75,1,2,3,1,2,1,57,53,66,68,75,64,51,47,67,68,59,65,59,68,57,78,64,81,75,75,70,69,57,68,47,63,70,64,16,9,11,10,11,63.0,67.0,65.0,63.0,65.0,65.0,68.0,69.0,68.0,67.0,,140.0
6241,146,4,28.542465753424658,22.743383742911153,138,65,72,42,58,62,52,59,1,3,3,1,1,1,58,44,42,65,44,61,53,39,61,63,73,71,66,58,65,46,59,66,65,32,37,51,46,50,50,54,50,59,16,7,14,13,10,58.0,59.0,53.0,58.0,56.0,57.0,57.0,57.0,54.0,59.0,,23.0
6242,481,5,22.47945205479452,25.308641975308642,28,75,65,47,49,63,32,53,1,3,5,1,1,1,47,46,42,49,44,63,55,44,45,61,62,67,68,54,71,55,54,53,58,42,40,22,44,53,52,39,28,33,13,11,10,13,14,55.0,43.0,52.0,55.0,54.0,54.0,49.0,42.0,40.0,43.0,,19.0
6243,396,26,37.21643835616438,23.449340844748207,64,73,57,75,60,70,43,67,1,3,4,1,1,1,57,75,64,64,73,70,63,72,55,74,58,56,59,77,53,79,54,43,84,74,58,37,75,54,72,39,44,45,9,15,9,12,11,67.0,52.0,72.0,67.0,70.0,67.0,62.0,54.0,54.0,52.0,,250.0
6244,290,31,27.52054794520548,24.859073561850074,111,74,78,50,57,67,65,61,1,2,2,1,1,2,65,41,55,65,40,65,45,47,53,67,77,79,74,70,76,66,78,78,60,55,39,62,55,45,52,68,67,63,6,10,10,9,9,63.0,68.0,59.0,63.0,61.0,60.0,61.0,63.0,63.0,68.0,,120.0
6245,497,23,35.463013698630135,26.040967542752824,110,75,39,48,53,46,75,81,2,2,3,1,2,1,44,43,76,58,37,44,55,56,55,55,36,41,28,67,35,70,62,58,94,39,84,72,46,51,54,77,77,72,15,7,14,16,12,47.0,63.0,55.0,47.0,51.0,50.0,56.0,67.0,74.0,63.0,,450.0
6246,99,10,27.164383561643834,23.719609250647608,111,64,74,60,46,51,23,58,1,3,2,1,0,1,56,62,46,49,46,46,54,61,37,53,73,75,57,54,72,62,50,66,60,56,44,19,64,31,62,18,22,25,10,12,7,10,9,55.0,42.0,58.0,55.0,55.0,51.0,45.0,38.0,35.0,42.0,,21.0
6247,172,8,32.99178082191781,21.534908398614274,147,69,71,40,50,60,67,80,1,2,3,1,2,1,61,39,57,54,43,56,23,31,48,60,65,75,74,65,60,40,78,84,79,43,77,63,35,47,39,69,71,71,16,13,16,12,13,55.0,67.0,52.0,55.0,52.0,53.0,55.0,64.0,68.0,67.0,,82.5
6248,276,22,23.736986301369864,20.93707559981892,101,86,68,68,70,74,44,71,1,1,2,1,1,1,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,18,57,34,56,18,19,21,15,62,21,18,16,16,68,68,70,71,74,,,,,,,,,,,71.0,420.0
6249,151,20,35.21643835616438,23.334120982986768,112,72,75,72,69,75,45,67,1,1,2,1,1,1,11,10,13,33,14,11,13,13,17,24,42,48,40,59,34,22,46,26,75,15,17,20,11,19,15,11,14,17,75,72,69,67,75,,,,,,,,,,,72.0,190.0
6250,377,20,22.115068493150684,22.991689750692522,90,65,55,55,50,52,27,50,1,1,3,1,1,2,10,7,12,22,6,9,11,11,26,15,30,25,25,43,24,18,50,20,65,8,28,12,8,24,19,9,13,11,55,55,50,50,52,,,,,,,,,,,53.0,8.0
6251,52,39,25.983561643835618,21.952479338842974,49,72,66,37,56,53,51,72,1,2,3,2,2,1,37,22,49,64,33,49,38,39,65,56,65,66,55,59,74,57,57,87,69,49,63,57,54,64,40,50,49,46,11,9,6,14,7,52.0,56.0,50.0,52.0,53.0,56.0,60.0,60.0,55.0,56.0,,37.5
6252,23,18,24.378082191780823,23.37472607742878,65,72,68,26,40,56,59,71,1,2,2,2,1,1,24,23,63,63,20,58,27,26,34,57,68,68,36,59,58,36,83,71,82,21,40,61,25,27,30,51,67,52,9,14,7,14,12,46.0,58.0,46.0,46.0,46.0,46.0,49.0,56.0,61.0,58.0,,42.5
6253,467,10,27.304109589041097,24.515595463137995,164,71,78,48,54,61,62,61,1,2,3,2,2,1,56,47,59,57,49,58,45,46,54,58,79,78,78,60,68,56,70,78,60,41,42,61,55,51,45,61,64,62,15,10,10,11,7,59.0,64.0,57.0,59.0,57.0,57.0,57.0,59.0,60.0,64.0,,62.5
6254,168,28,29.24931506849315,21.146319909102385,5,69,72,59,64,66,57,65,1,2,3,2,1,2,54,52,52,65,59,63,77,74,61,66,74,70,75,72,73,68,63,70,68,66,53,58,60,68,61,62,54,58,7,11,8,10,10,64.0,62.0,62.0,64.0,64.0,65.0,64.0,62.0,60.0,62.0,,80.0
6255,242,41,29.33150684931507,26.575890590940308,68,74,76,59,66,70,67,78,1,3,3,2,1,1,67,54,61,69,45,71,61,45,67,70,72,79,68,62,66,71,80,84,76,61,73,66,66,63,48,66,70,71,15,8,12,11,9,67.0,70.0,65.0,67.0,67.0,67.0,68.0,69.0,69.0,70.0,,240.0
6256,353,36,33.989041095890414,23.334120982986768,131,72,43,53,62,52,75,70,1,2,3,1,1,2,62,43,65,64,49,48,67,74,68,50,50,37,65,72,56,73,71,63,71,64,75,74,29,48,41,75,79,74,12,13,14,13,6,51.0,66.0,53.0,51.0,51.0,52.0,59.0,68.0,71.0,66.0,,230.0
6257,329,11,38.172602739726024,22.437673130193907,29,67,49,24,46,36,67,77,1,2,2,0,2,1,36,12,68,57,12,24,36,38,43,44,48,49,58,60,47,45,60,77,78,25,81,65,32,43,39,69,66,64,14,11,10,11,10,38.0,59.0,41.0,38.0,39.0,41.0,48.0,61.0,66.0,59.0,,23.0
6258,496,16,22.263013698630136,20.08506616257089,100,70,56,51,37,46,20,49,1,2,3,1,1,1,26,61,52,44,30,42,34,31,30,45,54,58,54,48,64,42,62,57,50,44,32,14,49,43,52,12,20,20,12,7,11,13,6,46.0,33.0,50.0,46.0,48.0,46.0,41.0,32.0,31.0,33.0,,8.0
6259,315,38,31.41917808219178,23.765432098765434,131,73,77,67,71,73,63,70,2,2,3,1,2,2,73,61,55,72,63,73,71,68,67,73,77,77,72,72,76,74,72,78,68,76,63,66,69,70,57,58,66,66,6,15,8,10,6,72.0,69.0,68.0,72.0,71.0,71.0,71.0,68.0,65.0,69.0,,420.0
6260,606,21,23.09041095890411,24.14279513888889,163,73,58,58,59,57,26,55,1,1,2,1,1,1,10,2,12,28,9,14,10,11,25,11,24,28,26,56,21,20,43,27,71,6,22,8,8,39,16,9,10,12,58,58,59,55,57,,,,,,,,,,,58.0,23.0
6261,15,16,24.339726027397262,22.89307408198773,100,63,66,44,50,59,43,58,1,2,3,1,1,1,39,44,40,59,35,58,32,32,55,58,66,66,62,58,66,52,65,61,58,37,52,54,51,48,39,35,44,47,7,14,14,14,11,54.0,51.0,52.0,54.0,54.0,55.0,54.0,52.0,49.0,51.0,,13.0
6262,369,26,33.21369863013699,25.762980578676178,64,70,72,56,66,75,64,70,1,2,3,1,1,2,72,54,52,66,59,75,74,51,68,76,77,68,72,72,72,62,68,76,70,53,62,59,68,59,55,63,71,69,11,10,14,9,7,69.0,69.0,65.0,69.0,67.0,68.0,68.0,67.0,65.0,69.0,,130.0
6263,320,23,35.446575342465756,23.766410140334994,119,72,72,53,66,62,67,80,1,2,4,1,2,1,62,42,69,70,48,57,50,59,74,71,67,76,62,68,60,75,74,85,81,55,74,74,64,64,48,60,69,69,6,10,6,9,6,63.0,70.0,63.0,63.0,64.0,64.0,68.0,71.0,70.0,70.0,,210.0
6264,480,7,25.649315068493152,23.808690171912748,102,81,78,65,61,73,23,61,1,3,3,1,1,1,62,66,33,65,67,71,52,31,58,73,79,78,83,76,69,74,68,81,53,56,53,30,69,63,59,14,24,20,11,15,7,10,16,70.0,49.0,66.0,70.0,69.0,69.0,63.0,49.0,38.0,49.0,,310.0
6265,103,34,25.0986301369863,22.024322512687924,155,86,75,62,76,77,40,63,1,3,3,2,2,2,73,55,36,78,69,77,67,72,73,79,75,75,77,64,78,75,57,74,57,64,65,34,66,80,55,28,55,48,10,7,10,15,14,72.0,58.0,65.0,72.0,71.0,73.0,71.0,60.0,50.0,58.0,,1000.0
6266,386,5,32.59178082191781,23.29122995610499,163,70,69,58,64,62,67,76,1,2,1,1,1,2,68,42,59,66,65,61,73,66,64,65,65,72,61,68,59,83,64,80,74,70,78,65,55,52,54,65,71,71,13,11,8,16,7,61.0,69.0,62.0,61.0,61.0,61.0,64.0,68.0,68.0,69.0,,140.0
6267,462,14,25.224657534246575,23.24380165289256,110,71,69,47,57,57,59,58,1,3,3,2,1,2,66,43,55,57,42,57,44,46,58,53,68,70,65,63,62,51,55,56,58,49,59,58,58,52,48,60,61,60,13,7,11,12,8,58.0,61.0,54.0,58.0,56.0,56.0,56.0,58.0,59.0,61.0,,40.0
6268,124,15,29.183561643835617,21.20862305028323,149,70,67,30,43,46,61,75,1,2,2,0,2,1,29,26,57,54,28,41,29,31,51,48,68,66,57,56,51,42,70,62,82,25,75,59,36,36,43,62,63,60,6,8,7,9,8,44.0,57.0,46.0,44.0,44.0,45.0,48.0,58.0,63.0,57.0,,52.5
6269,401,40,28.147945205479452,24.307243558580456,65,71,55,35,52,48,64,65,1,2,3,1,2,2,42,31,63,66,35,38,35,26,54,59,58,53,57,57,54,39,65,55,76,36,51,55,36,49,46,66,68,64,10,8,7,14,8,48.0,59.0,47.0,48.0,47.0,50.0,54.0,60.0,63.0,59.0,,55.0
6270,629,10,29.235616438356164,21.798202394816208,111,66,62,38,52,53,61,66,1,2,3,1,1,2,64,27,56,53,37,49,46,59,44,56,60,63,58,61,64,53,72,74,66,44,53,57,37,42,63,62,65,57,26,22,20,24,25,51.0,61.0,48.0,51.0,48.0,49.0,51.0,57.0,60.0,61.0,,32.5
6271,131,36,30.767123287671232,23.986870344653454,108,74,84,69,66,76,63,69,1,3,2,1,0,2,70,70,77,67,61,76,74,42,61,75,85,83,77,75,76,75,82,79,61,64,71,63,73,67,66,60,61,66,6,10,12,15,9,74.0,70.0,73.0,74.0,73.0,72.0,69.0,66.0,67.0,70.0,,600.0
6272,618,29,33.95068493150685,20.403232301538296,142,71,70,70,68,68,30,70,1,1,3,1,1,1,13,18,11,16,17,19,19,11,14,17,28,31,36,75,42,25,34,29,69,13,23,16,15,53,18,12,20,19,70,70,68,70,68,,,,,,,,,,,71.0,150.0
6273,620,20,33.37260273972603,21.62162162162162,155,73,75,70,69,73,35,74,1,3,3,2,1,1,68,73,68,74,61,72,57,58,62,73,74,76,76,72,71,72,80,78,73,65,68,28,73,70,63,23,37,48,9,15,11,13,7,72.0,56.0,72.0,72.0,72.0,72.0,67.0,56.0,51.0,56.0,,400.0
6274,112,3,22.073972602739726,22.857142857142858,52,73,58,40,52,52,43,53,1,2,3,1,1,1,40,33,46,64,36,50,34,38,54,52,56,59,56,48,65,53,56,56,49,41,59,45,47,51,43,35,45,50,7,10,10,11,5,49.0,49.0,47.0,49.0,50.0,51.0,52.0,51.0,48.0,49.0,,12.0
